"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-01-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 도로명주소"
"시도 : 전체"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"2384","서울특별시 마포구 대흥동","집합","1*","신촌로","일반상업","업무","25m이상","31.68"," ","13,500","14","-","-","202301","07","","2000","-","중개거래","서울 마포구"
"2385","울산광역시 남구 무거동","집합","1***","정광로24번길","제2종일반주거","제1종근린생활","8m미만","29.03"," ","3,200","1","-","-","202301","07","","1992","20230304","중개거래","울산 남구"
"2386","인천광역시 미추홀구 도화동","집합","4**","한나루로","일반상업","업무","25m이상","49.92"," ","6,000","16","-","-","202301","07","","1992","-","중개거래","인천 남동구 인천 미추홀구"
"2387","강원특별자치도 원주시 단구동","집합","1***","나비허리길","준주거","제2종근린생활","25m미만","55.80"," ","24,000","1","-","-","202301","06","","2015","-","중개거래","원주시"
"2388","경기도 부천시 원미구 상동","집합","5**","상동로","일반상업","제2종근린생활","25m이상","108.68"," ","8,200","","-","-","202301","06","지분","","-","직거래","-"
"2389","부산광역시 강서구 명지동","집합","3***","명지국제8로","일반상업","제2종근린생활","25m이상","66.60"," ","18,000","8","-","-","202301","06","","2016","-","중개거래","부산 강서구"
"2390","경상북도 청송군 주왕산면 하의리","집합","8**","주왕산로","계획관리","숙박","12m미만","57.70"," ","4,500","3","-","-","202301","06","지분","2017","-","직거래","-"
"2391","충청남도 서산시 해미면 읍내리","일반","3**","읍성마을2길","일반상업","제1종근린생활","12m미만","450.60","684.00","160,000","","-","-","202301","06","","2020","-","직거래","-"
"2392","경기도 포천시 일동면 수입리","일반","7**","수입로","계획관리","제2종근린생활","12m미만","349.40","1117.00","50,000","","-","-","202301","06","","1999","-","중개거래","경기 포천시"
"2393","경기도 용인시 기흥구 구갈동","집합","6**","기흥역로","일반상업","제2종근린생활","-","33.83"," ","58,000","","-","-","202301","06","","2018","-","중개거래","경기 용인기흥구"
"2394","부산광역시 금정구 구서동","일반","1***","금샘로","제2종일반주거","제2종근린생활","25m미만","489.60","359.20","230,000","","-","-","202301","06","","2016","-","중개거래","부산 동래구"
"2395","경상남도 김해시 내동","집합","1***","내외로95번길","일반상업","제2종근린생활","25m미만","176.66"," ","17,380","8","-","-","202301","06","","2003","-","직거래","-"
"2396","경기도 평택시 고덕동","집합","1***","고덕중앙로","중심상업","제1종근린생활","25m이상","47.63"," ","33,200","3","-","-","202301","06","","2021","-","중개거래","전북 전주덕진구"
"2397","강원특별자치도 원주시 단구동","집합","1***","나비허리길","준주거","제2종근린생활","25m미만","55.80"," ","24,000","1","-","-","202301","06","","2015","20230630","중개거래","원주시"
"2398","서울특별시 강남구 수서동","집합","7**","광평로","일반상업","업무","25m이상","39.55"," ","28,850","17","-","-","202301","06","","2000","-","중개거래","서울 강남구"
"2399","강원특별자치도 고성군 토성면 원암리","집합","4**","","계획관리","숙박","12m미만","116.48"," ","24,760","5","-","-","202301","06","지분","2022","-","직거래","-"
"2400","서울특별시 광진구 구의동","집합","5**","광나루로56길","준주거","판매","25m이상","12.34"," ","4,800","","-","-","202301","06","","1998","20230330","직거래","-"
"2401","부산광역시 사하구 당리동","집합","3**","괴정로","제3종일반주거","제1종근린생활","25m미만","45.45"," ","15,500","","-","-","202301","06","","1978","-","직거래","-"
"2402","경기도 평택시 고덕동","집합","1***","고덕중앙로","중심상업","제1종근린생활","25m이상","53.68"," ","37,565","3","-","-","202301","06","","2021","-","중개거래","전북 전주덕진구"
"2403","강원특별자치도 홍천군 서면 팔봉리","집합","1***","","계획관리","숙박","12m미만","74.64"," ","17,850","4","-","-","202301","06","지분","2004","-","직거래","-"
"2404","서울특별시 광진구 구의동","집합","5**","광나루로56길","준주거","판매","25m이상","18.80"," ","7,300","","-","-","202301","06","","1998","20230330","직거래","-"
"2405","경기도 부천시 원미구 심곡동","일반","1**","부흥로402번길","일반상업","제1종근린생활","12m미만","1210.34","295.50","400,000","","-","-","202301","06","","","-","중개거래","인천 부평구"
"2406","경기도 평택시 고덕동","집합","1***","고덕중앙로","중심상업","제1종근린생활","25m이상","47.63"," ","33,200","3","-","-","202301","06","","2021","-","중개거래","전북 전주덕진구"
"2407","서울특별시 영등포구 당산동2가","집합","3*","영등포로","준공업","제2종근린생활","25m이상","15.00"," ","13,000","","-","-","202301","06","","1987","-","중개거래","서울 영등포구"
"2408","경상남도 김해시 내동","집합","1***","내외로95번길","일반상업","제2종근린생활","25m미만","149.26"," ","14,740","8","-","-","202301","06","","2003","-","직거래","-"
"2409","제주특별자치도 제주시 노형동","집합","1***","월랑로8길","준주거","제1종근린생활","25m이상","361.58"," ","125,000","2","-","-","202301","06","","2009","-","직거래","-"
"2410","경기도 부천시 원미구 상동","집합","5**","상동로","일반상업","제2종근린생활","25m이상","194.46"," ","14,700","","-","-","202301","06","지분","","-","직거래","-"
"2411","서울특별시 영등포구 당산동1가","집합","4**","영등포로","준공업","제2종근린생활","-","111.63"," ","260,145","1","-","-","202301","06","","2022","-","직거래","-"
"2412","경기도 남양주시 진접읍 진벌리","일반","1**","진벌로","계획관리","제2종근린생활","12m미만","269.50","675.00","132,000","","-","-","202301","06","","2017","-","중개거래","경기 남양주시"
"2413","충청남도 공주시 반포면 학봉리","일반","9**","임금봉길","계획관리","숙박","12m미만","1954.16","839.60","280,000","","-","-","202301","06","","2003","20231211","중개거래","경기 여주시"
"2414","전북특별자치도 전주시 완산구 고사동","집합","3**","전주객사3길","일반상업","업무","8m미만","45.00"," ","2,500","","-","-","202301","06","","1991","-","직거래","-"
"2415","경기도 평택시 고덕동","집합","1***","고덕중앙로","중심상업","제1종근린생활","25m이상","50.02"," ","34,870","3","-","-","202301","06","","2021","-","중개거래","전북 전주덕진구"
"2416","전북특별자치도 전주시 완산구 평화동1가","집합","4**","덕적골2길","제3종일반주거","기타","12m미만","177.75"," ","11,606","","-","-","202301","06","","1994","-","직거래","-"
"2417","전북특별자치도 전주시 완산구 평화동1가","집합","4**","덕적골2길","제3종일반주거","기타","12m미만","171.31"," ","11,186","","-","-","202301","06","","1994","-","직거래","-"
"2418","서울특별시 영등포구 당산동1가","집합","4**","영등포로","준공업","제2종근린생활","-","37.27"," ","79,216","1","-","-","202301","06","","2022","-","직거래","-"
"2419","경상북도 포항시 남구 대잠동","일반","9**","대이로15번길","제2종일반주거","교육연구","12m미만","971.73","548.50","110,000","","-","-","202301","06","","2003","20230329","직거래","-"
"2420","서울특별시 은평구 불광동","집합","2**","통일로","제3종일반주거","제2종근린생활","25m이상","14.40"," ","9,000","","-","-","202301","06","","1988","-","직거래","-"
"2421","서울특별시 은평구 진관동","집합","2*","북한산로","일반상업","제2종근린생활","-","48.04"," ","24,500","1","-","-","202301","06","","2012","-","중개거래","서울 은평구"
"2422","전북특별자치도 전주시 완산구 평화동1가","집합","4**","덕적골2길","제3종일반주거","기타","12m미만","64.45"," ","4,208","","-","-","202301","06","","1994","-","직거래","-"
"2423","경기도 김포시 대곶면 대능리","일반","*","종생로","계획관리","제2종근린생활","8m미만","198.00","609.00","50,000","","-","-","202301","06","","2000","-","직거래","-"
"2424","충청남도 천안시 동남구 성남면 용원리","집합","6**","종합휴양지로","계획관리","숙박","25m미만","52.64"," ","3,363","3","-","-","202301","06","지분","2021","-","직거래","-"
"2425","부산광역시 남구 대연동","일반","1***","못골로","일반상업","숙박","12m미만","853.83","185.80","208,500","","-","-","202301","06","","1988","-","중개거래","부산 남구"
"2426","부산광역시 동래구 온천동","집합","1***","쇠미로129번길","제2종일반주거","제2종근린생활","12m미만","408.41"," ","84,000","","-","-","202301","06","","2001","-","중개거래","부산 동래구"
"2427","부산광역시 동래구 온천동","집합","1***","쇠미로129번길","제2종일반주거","제2종근린생활","12m미만","864.70"," ","165,000","","-","-","202301","06","","2001","20230201","중개거래","부산 동래구"
"2428","부산광역시 동래구 온천동","집합","1***","쇠미로129번길","제2종일반주거","제1종근린생활","12m미만","456.29"," ","81,000","","-","-","202301","06","","2001","-","중개거래","부산 동래구"
"2429","서울특별시 은평구 진관동","집합","7*","진관2로","일반상업","제1종근린생활","25m미만","90.09"," ","42,000","5","-","-","202301","06","","2016","-","직거래","-"
"2430","충청남도 천안시 동남구 성남면 용원리","집합","6**","종합휴양지로","계획관리","숙박","25m미만","53.33"," ","3,400","5","-","-","202301","06","지분","","-","직거래","-"
"2431","경기도 군포시 금정동","집합","9**","당산로148번길","제2종일반주거","제1종근린생활","12m미만","26.80"," ","13,500","1","-","-","202301","06","","2015","-","중개거래","경기 군포시"
"2432","부산광역시 부산진구 부암동","집합","5**","당감로","제2종일반주거","기타","12m미만","110.48"," ","17,000","2","-","-","202301","06","","1993","-","중개거래","부산 부산진구"
"2433","대전광역시 서구 도안동","집합","1***","원도안로242번길","제2종일반주거","제1종근린생활","12m미만","148.68"," ","36,100","2","-","-","202301","06","","2013","-","직거래","-"
"2434","제주특별자치도 제주시 노형동","집합","9**","노연로","일반상업","숙박","25m미만","64.32"," ","76,608","17","-","-","202301","06","","2020","-","직거래","-"
"2435","대전광역시 서구 도안동","집합","1***","원도안로242번길","제2종일반주거","제1종근린생활","12m미만","155.05"," ","38,000","2","-","-","202301","06","","2013","-","직거래","-"
"2436","강원특별자치도 홍천군 서면 팔봉리","집합","1***","","계획관리","숙박","12m미만","57.62"," ","2,182","19","-","-","202301","06","지분","1995","-","직거래","-"
"2437","강원특별자치도 속초시 금호동","일반","6**","미시령로","제2종일반주거","제1종근린생활","12m미만","1205.41","47.25","4,183","","-","-","202301","06","지분","1991","-","직거래","-"
"2438","경기도 부천시 소사구 소사본동","집합","4**","소사로102번길","제3종일반주거","제1종근린생활","25m미만","30.00"," ","2,000","1","-","-","202301","06","지분","1995","-","직거래","-"
"2439","강원특별자치도 속초시 교동","집합","1***","엑스포로","일반상업","숙박","25m미만","28.70"," ","15,100","1","-","-","202301","06","","2021","-","중개거래","경기 성남분당구"
"2440","경기도 화성시 산척동","집합","7**","동탄순환대로","근린상업","제1종근린생활","25m이상","40.66"," ","75,000","","-","-","202301","06","","2018","-","중개거래","경기 화성시"
